"filename", "language", "JSON", "TypeScript", "JavaScript", "JSON with Comments", "HTML", "Svelte", "PostCSS", "XML", "Markdown", "YAML", "comment", "blank", "total"
"d:\zenostudio\zeno-wallet-pwa\.papi\descriptors\package.json", "JSON", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"d:\zenostudio\zeno-wallet-pwa\.papi\polkadot-api.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"d:\zenostudio\zeno-wallet-pwa\.prettierrc", "JSON", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"d:\zenostudio\zeno-wallet-pwa\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3
"d:\zenostudio\zeno-wallet-pwa\eslint.config.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"d:\zenostudio\zeno-wallet-pwa\package.json", "JSON", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54
"d:\zenostudio\zeno-wallet-pwa\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2890, 0, 836, 3726
"d:\zenostudio\zeno-wallet-pwa\postcss.config.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\zenostudio\zeno-wallet-pwa\src\app.d.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 14
"d:\zenostudio\zeno-wallet-pwa\src\app.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"d:\zenostudio\zeno-wallet-pwa\src\app.pcss", "PostCSS", 0, 0, 0, 0, 0, 0, 438, 0, 0, 0, 5, 90, 533
"d:\zenostudio\zeno-wallet-pwa\src\lib\abis\erc1155.json", "JSON", 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 336
"d:\zenostudio\zeno-wallet-pwa\src\lib\abis\erc20.json", "JSON", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 118
"d:\zenostudio\zeno-wallet-pwa\src\lib\abis\erc721.json", "JSON", 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 353
"d:\zenostudio\zeno-wallet-pwa\src\lib\abis\weth.json", "JSON", 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 280
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\account.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\add-circle.svelte", "Svelte", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\add.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\adjust-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\adjust.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\alert-box.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\alert-circle.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\alert-triangle.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\apps-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\apps.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-back.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-down-circle.svelte", "Svelte", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-down-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-down.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-forward.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\arrow-up-down.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\asset-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\asset.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\book.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\buy.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\camera.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\chart.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\check.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\chevrons-right.svelte", "Svelte", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\clock.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\close.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\cloud-down.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\cloud-up.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\cloud.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\contract.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\copied.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\copy.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\darkmode.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\delete.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\discord.svelte", "Svelte", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\discover-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\discover.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\download.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\edit-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\edit.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\explorer-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\explorer.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\eye-off.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\eye.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\faceid.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\gas.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\github.svelte", "Svelte", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\heart-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\heart.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\help-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\help.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\home.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\index.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\lang.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\loading.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\locked.svelte", "Svelte", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\medium.svelte", "Svelte", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 15
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\more-horiz.svelte", "Svelte", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\more-vert.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\nft-filled.svelte", "Svelte", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\nft.svelte", "Svelte", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\zenostudio\zeno-wallet-pwa\src\lib\svg\paste.svelte", "Svelte", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
